itemdescri,qty,value,e,f,g,h,i,j,k
"","","","","","","","","",""
"3M","","","","","","","","",""
"TEGADERM 10*4                 1S","  -","0.00"," 20","1540.00","  -","0.00"," 20","1540.00","  -"
" TOTAL","  0","0.00"," 20","1540.00","  0","0.00"," 20","1540.00","  0"
"","","","","","","","","",""
"AICE HEALTH CARE PVT LTD","","","","","","","","",""
"COMFORTZ                      10ML","  -","0.00"," 30","2674.37"," 28","2730.08","  2","208.93","  -"
"COMFORTZ EYE MASK             1'S","  -","0.00"," 13","1714.27"," 10","1573.20","  3","482.13","  -"
"COMFORTZ-HA                   10ML","  -","0.00"," 39","8022.82","  -","0.00"," 39","8022.82","  -"
" TOTAL","  0","0.00"," 82","12411.46"," 38","4303.28"," 44","8713.88","  0"
"","","","","","","","","",""
"AJANTA PHARMA LTD","","","","","","","","",""
"KLEANCOL                      1000ML","  5","450.00","  -","0.00","  5","510.00","  -","0.00","  -"
"OLOPAT OD                     5ML","  3","406.90","  -","0.00","  -","0.00","  3","406.90","  3"
" TOTAL","  8","856.90","  0","0.00","  5","510.00","  3","406.90","  0"
"","","","","","","","","",""
"ALLERGAN INDIA PVT LTD","","","","","","","","",""
"L-PRED                        5ML","  1","134.52"," -1","-134.52","  -","0.00","  -","0.00","  -"
"LUMIGAN 0.01%                 3ML","  5","2133.68"," -5","-2133.68","  -","0.00","  -","0.00","  -"
"ZYMAR E/O                     5GM","  8","592.15"," -8","-592.16","  -","0.00","  -","0.00","  -"
" TOTAL"," 14","2860.35","-14","-2860.36","  0","0.00","  0","0.00","  0"
"","","","","","","","","",""
"APPASAMY OCULAR DEVICES P LTD","","","","","","","","",""
"A-CAINE                       5ML","135","4426.65","  -","0.00"," 35","1275.40","100","3279.00"," 10"
"AFLUR                         5ML"," 61","1760.46","  -","0.00","  -","0.00"," 61","1760.46","  1"
"APIDINE PLUS                  5ML"," 74","1449.66","  -","0.00"," 20","435.40"," 54","1057.86","  9"
"APPAMIDE PLUS                 5ML"," 66","2310.00","  -","0.00","  -","0.00"," 66","2310.00","  6"
"APPAVISC 5ML                  5ML"," 85","4363.90","165","9240.00","221","15127.45"," 29","1488.86","  -"
"APPAVISC PFS 2.4              3ML"," 30","3278.70","  -","0.00","  -","0.00"," 30","3278.70","  -"
"ART GEL                       10ML","165","8363.85","  -","0.00"," 73","4140.01"," 92","4663.48","  -"
"ART PLUS                      10ML","150","7273.50","  -","0.00"," 70","3889.07"," 80","3879.20","  -"
"C-PENT                        5ML"," 60","1576.20","  -","0.00"," 20","637.20"," 40","1050.80","  -"
"CLEARSOL 500ML                1S","  2","260.00","120","15600.00"," 26","4260.00"," 96","12480.0","  -"
"COHEVISC 1.4                  1S","  5","1650.00","  5","1650.00","  5","1900.00","  5","1650.00","  -"
"HYLOR                         1S","100","11100.00","100","9500.00","120","14803.20"," 80","8880.00","  -"
"MIOCHOL 1ML                   1ML"," 24","462.72","  -","0.00"," 20","471.40","  4","77.12","  1"
"MOXIFUR 5ML                   5ML"," 75","3636.50","  -","0.00"," 74","3986.38","  1","48.49","  1"
"MOXIFUR INJ 1ML               1ML"," 40","1697.20"," 55","2333.65"," 30","2074.00"," 65","2757.95","  -"
"MOXIFUR-LP                    5ML","175","9882.25","150","8470.50","226","12659.23"," 99","5590.53"," 24"
"MYDRIA PFS                    1ML","  5","750.00","  -","0.00","  5","1035.70","  -","0.00","  -"
"MYOPED                        5ML"," 21","2459.94","-21","-2530.26","  -","0.00","  -","0.00","  -"
"RHEX-ID 1ML                   1ML","123","7131.54","110","5798.10","125","8056.25","108","6261.84","  -"
"SUPRACOAT PLUS                1ML","  2","1980.00","  -","0.00","  -","0.00","  2","1980.00","  -"
" TOTAL","1398","75813.07","684","50061.99","1070","74750.69","1012","62494.2","  0"
"","","","","","","","","",""
"APPLE PHARMACEUTICALS","","","","","","","","",""
"ADD-LUBI                      10ML"," 12","900.00","  -","0.00","  -","0.00"," 12","900.00"," 12"
"KOJIMAX GEL                   20GM","  -","0.00"," 30","4989.60"," 15","2714.60"," 15","2494.80","  -"
"LUBI-FRESH                    10ML"," 60","3232.35","  -","0.00"," 60","3518.20","  -","0.00","  -"
"NEPAFLO E/D                   5ML"," 60","5445.00","  -","0.00"," 60","5929.00","  -","0.00","  -"
" TOTAL","132","9577.35"," 30","4989.60","135","12161.80"," 27","3394.80","  0"
"","","","","","","","","",""
"AUROLAB","","","","","","","","",""
"AUROCAINE                     5ML"," 20","736.80"," 10","368.40"," 20","916.80"," 10","368.40","  -"
"","","","","","","","","",""
"TOTAL","1572","89844.47","812","66511.09","1268","92642.57","1116","76918.2","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..2","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"AUROCORT                      1ML"," 10","765.20","  -","0.00","  -","0.00"," 10","765.20","  -"
"AUROMIDE                      5ML"," 24","822.11"," 22","753.60"," 23","1040.00"," 23","787.85","  1"
"AUROMIDE PLUS                 5ML","  -","0.00"," 44","2127.80"," 21","1337.70"," 23","1061.97","  -"
"AUROPENT                      5ML","  -","0.00"," 22","770.00"," 20","960.00","  2","84.86","  -"
"LID CLEAN                     50ML","  5","562.50","  -","0.00","  -","0.00","  5","562.50","  5"
"PILO                          5ML"," 10","389.70"," 40","1515.60"," 35","1591.80"," 15","584.55","  -"
"TACLIMENT                     5G","  -","0.00"," 20","2250.00","  -","0.00"," 20","2250.00","  -"
"VOZOLE E/D                    30MG"," 15","3814.20"," 20","5012.40"," 31","9596.40","  4","1017.12","  -"
" TOTAL"," 84","7090.51","178","12797.80","150","15442.70","112","7482.46","  0"
"","","","","","","","","",""
"AUSTRAK PHARMA","","","","","","","","",""
"EPILUBE E/D                   10ML","  4","289.30","  -","0.00","  -","0.00","  4","289.30","  4"
"TAGAMOX-DX                    5ML","  3","255.86","  -","0.00"," -1","0.00","  4","341.15","  -"
" TOTAL","  7","545.16","  0","0.00"," -1","0.00","  8","630.45","  0"
"","","","","","","","","",""
"BAXTER INDIA PVT LTD","","","","","","","","",""
"DNS-500ML                     1S","  2","49.00","  -","0.00","  -","0.00","  2","49.00","  -"
" TOTAL","  2","49.00","  0","0.00","  0","0.00","  2","49.00","  0"
"","","","","","","","","",""
"BECTON DICKINSON & COMPANY","","","","","","","","",""
"BD EMERALD 3ML                1'S","600","2010.00","  -","0.00","600","2160.00","  -","0.00","  -"
" TOTAL","600","2010.00","  0","0.00","600","2160.00","  0","0.00","  0"
"","","","","","","","","",""
"BERRY&HERBS PHARMA PVT LTD","","","","","","","","",""
"CORSOL XG                     5ML"," 41","3426.34"," 65","5432.00"," 39","3621.30"," 67","5599.14","  2"
"GLUKOGEGSIC CAP               10'S","  -","0.00"," 70","12173.00","  -","0.00"," 70","11361.4","  -"
"MOXISHIELD LP                 5ML"," 75","4757.00","  -","0.00","  -","0.00"," 75","4757.00"," 75"
"MOXITOBRA                     5ML"," 45","3471.30","  -","0.00","  -","0.00"," 45","3471.30"," 45"
"OPTIWIRE CAPS                 10'S"," 30","9135.82","  -","0.00","  -","0.00"," 30","9135.82","  -"
" TOTAL","191","20790.46","135","17605.00"," 39","3621.30","287","34324.7","  0"
"","","","","","","","","",""
"BORN HEALTHCARE PVT LTD","","","","","","","","",""
"NS-500ML                      500ML","  1","25.25"," 10","252.50"," 10","280.00","  1","25.25","  -"
" TOTAL","  1","25.25"," 10","252.50"," 10","280.00","  1","25.25","  0"
"","","","","","","","","",""
"CARE GROUP","","","","","","","","",""
"CANNULA NEEDLE                1S","270","270.00","  -","0.00","  -","0.00","270","270.00","270"
"CONTACAINE SOL                5ML"," 10","334.30","  -","0.00","  -","0.00"," 10","334.30"," 10"
"FLUO STRIPS                   100S","  4","592.00","  -","0.00","  -","0.00","  4","592.00","  -"
"TEAR STRIPS                   100S","  1","200.00","  -","0.00","  -","0.00","  1","200.00","  -"
"VISCOLON VAILS                5ML"," 60","2481.82","  -","0.00"," 60","3060.00","  -","0.00","  -"
" TOTAL","345","3878.12","  0","0.00"," 60","3060.00","285","1396.30","  0"
"","","","","","","","","",""
"CHC","","","","","","","","",""
"BUFFANT CAP                   1'S","500","700.00","  -","0.00","500","1100.00","  -","0.00","  -"
"","","","","","","","","",""
"TOTAL","3282","124196.16","1125","96797.99","2606","117389.77","1801","120458.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..3","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
" TOTAL","500","700.00","  0","0.00","500","1100.00","  0","0.00","  0"
"","","","","","","","","",""
"CIPLA","","","","","","","","",""
"ITRANOX 200                   4S"," 40","1724.80","  -","0.00","  -","0.00"," 40","1724.80","  -"
"OMNIX 200DT                   10S"," 10","567.08","  -","0.00","  -","0.00"," 10","567.08","  -"
"OMNIX-O TAB                   10S","  1","77.78","  -","0.00","  -","0.00","  1","77.78","  -"
" TOTAL"," 51","2369.66","  0","0.00","  0","0.00"," 51","2369.66","  0"
"","","","","","","","","",""
"CLARIS OSTUKA","","","","","","","","",""
"MANNITOL 100ML                1S","  -","0.00"," 20","540.00"," 10","300.00"," 10","270.00","  -"
"RL-500ML                      1S","  -","0.00","280","7938.00","280","8400.00","  -","0.00","  -"
"ST WATER 10ML                 50","  5","560.00","  -","0.00","  5","575.00","  -","0.00","  -"
" TOTAL","  5","560.00","300","8478.00","295","9275.00"," 10","270.00","  0"
"","","","","","","","","",""
"DISPOVAN","","","","","","","","",""
"DISPOVAN 2ML SYG              1S","100","179.00","500","895.00","500","975.00","100","179.00","  -"
"DISPOVAN NDL 24               100S","  5","340.00","  6","408.00"," 11","825.00","  -","0.00","  -"
"DISPOVAN NDL 26               100S","  5","350.00","  6","420.00"," 11","825.00","  -","0.00","  -"
"DISPOVAN SYG 10ML             1S","250","937.50","  -","0.00","250","975.00","  -","0.00","  -"
"DISPOVAN SYG 5ML              1S","100","240.00","  -","0.00","100","270.00","  -","0.00","  -"
" TOTAL","460","2046.50","512","1723.00","872","3870.00","100","179.00","  0"
"","","","","","","","","",""
"ENTOD GLOTEK DIVISION","","","","","","","","",""
"CYCLOFEZ                      5ML"," 21","945.00","  -","0.00","  3","136.50"," 18","810.00","  -"
"HOMACID                       5ML"," 25","607.25","290","7044.10","315","8302.80","  -","0.00","  -"
"PHENOCAINE PLUS               5AMP*1ML"," 12","4661.07"," 26","9321.40"," 24","12428.64"," 14","5437.92","  -"
"TIMOL P                       10ML"," 50","2320.93"," 50","2553.00"," 32","1736.59"," 68","3156.46"," 20"
" TOTAL","108","8534.25","366","18918.50","374","22604.53","100","9404.38","  0"
"","","","","","","","","",""
"ENTOD PHAMA(ENSIGHT)","","","","","","","","",""
"AB-PRESS PF                   10ML","  5","1081.69"," 24","5625.44"," 17","4364.60"," 12","2596.05","  -"
"ABPRESS                       5ML","  9","1335.13"," 15","0.00"," 24","4285.92","  -","0.00","  -"
"ADBROM                        5ML","100","7069.57","  -","0.00"," 70","5775.14"," 30","2120.87","  -"
"CATAGON                       10ML"," 93","5338.30","100","5740.11","182","12771.16"," 11","631.41","  -"
"E-FLO DROPS                   5ML"," 51","2927.46"," 50","2870.06"," 53","3762.67"," 48","2755.26","  -"
"ENGATT E/D                    5ML"," 47","2197.49","  -","0.00","  2","111.99"," 45","2103.98"," 21"
"ENLUBE                        10ML"," 73","6113.66","  -","0.00","  6","784.53"," 67","5611.17","  9"
"ENLUBE FUSION E/D             5ML","105","9114.21","  -","0.00"," 70","6798.75"," 35","3038.07","  -"
"ENTRAK SOOTHE                 5GM"," 17","3369.95"," 24","4757.58"," 14","3105.40"," 27","5352.28","  -"
"FLUBI E/D                     5ML"," 32","1508.65","  -","0.00","  -","0.00"," 32","1508.65","  2"
"FLUBICHLOR E/D                5ML"," 18","1039.60","  -","0.00","  -","0.00"," 18","1039.60","  6"
"FLUBIGAT                      5ML","  7","457.51","  -","0.00","  -","0.00","  7","457.51","  -"
"FLUCOCID                      5ML"," 29","983.11","  -","0.00"," 10","382.10"," 19","644.11","  -"
"GANCIGEL                      5GM"," 45","3728.62","  -","0.00","  -","0.00"," 45","3728.62","  -"
"LACRYL HYDRATE                10ML","  1","268.39","  -","0.00","  -","0.00","  1","268.39","  -"
"LACRYL SOOTHE                 10ML"," 17","1170.96","  -","0.00"," -2","0.00"," 19","1308.72"," 12"
"LACRYL ULTRA E/D              10ML"," 23","4938.69","  -","0.00"," 15","4271.09","  8","1717.81","  -"
"LACRYL-PF                     5GM"," 45","2880.46","200","13114.48","161","13963.55"," 84","5376.86","  -"
"LACRYL-PLUS                   10ML"," 23","1069.50","  -","0.00","  6","360.84"," 17","790.50","  2"
"","","","","","","","","",""
"TOTAL","4646","194299.55","2716","158025.16","4775","213877.04","2587","173730.","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..4","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
"LOT OINTMENT                  5GM"," 57","4391.03","150","11792.99","140","11129.86"," 67","5161.39","  -"
"MACUSHIELD TAB                10S","  1","87.14","  -","0.00","  -","0.00","  1","87.14","  -"
"MOTOGRAM E/D                  5ML","  4","359.91"," 70","6426.00"," 70","7350.00","  4","359.91","  -"
"MYATRO E/D                    5ML","  7","825.50"," 30","3718.47","  8","1403.83"," 29","3419.92","  -"
"NATACIN                       5ML","  6","479.91","  -","0.00","  4","426.30","  2","159.97","  -"
"NEPAONCE                      3ML"," 24","3471.49","  -","0.00","  -","0.00"," 24","3471.49","  -"
"OMEFLOX E/D                   5ML","  4","120.64","  -","0.00","  -","0.00","  4","120.64","  -"
"OMEFLOX OINT                  5GM"," 55","2298.45","  -","0.00"," 50","2275.07","  5","208.95","  -"
"OMEFLOX-BM                    5GM","  -","0.00","100","1639.00"," 98","1784.58","  2","32.12","  -"
"OPTICOOL E/D                  10ML"," 60","3459.94"," 75","4413.28"," 60","3664.35"," 75","4324.93","  -"
"PRESS-DT                      10S"," 20","614.00"," 60","1842.00"," 50","1669.00"," 30","921.00","  -"
"SOLINE 5                      10ML"," 31","1634.79"," 75","4032.30"," 91","5624.79"," 15","791.03","  -"
"SOLINE-6                      3GM","131","10651.30","440","35775.34","445","45386.81","126","10244.7","  -"
"T-1                           3ML"," 18","3498.00"," 25","4569.02"," 39","8897.82","  4","777.33","  4"
"TREHATOD                      5ML","  3","343.01","  -","0.00","  -","0.00","  3","343.01","  -"
" TOTAL","1161","88828.09","1438","106316.07","1683","150350.15","916","71473.4","  0"
"","","","","","","","","",""
"ENTOD PHARMA-G TECH","","","","","","","","",""
"AUDIOVIT CAP                  10S"," 21","3043.25"," 30","4347.50"," 17","2878.98"," 34","4927.17","  3"
"AZENATE NASAL SPRAY           9.8ML","  -","0.00","  6","1253.55","  -","0.00","  6","1253.66","  -"
"E-SALIVA PLUS MOUTHSPRAY      15ML"," 13","1604.12","  -","0.00","  -","0.00"," 13","1604.12","  -"
"FEXAGON PLUS TAB              10S"," 51","3961.43","  -","0.00"," 12","936.94"," 39","3029.33","  -"
"NASOLINE NASAL SPRAY          10ML"," 16","454.27"," 14","340.70"," 12","378.60"," 18","511.05","  -"
"ORINASE-A                     10ML"," 10","327.75"," 14","393.30"," 16","595.08","  8","262.20","  -"
"OTOBIOTIC                     5ML"," 80","5419.48","130","8035.68","120","8750.40"," 90","6096.92","  -"
"OTOBIOTIC PLUS NEW            5ML"," 26","1003.03"," 24","925.80"," 18","867.11"," 32","1234.49","  1"
"OTOFUNGIN E/D                 10ML"," 10","482.17"," 12","578.60","  -","0.00"," 22","1060.77","  -"
"OTOFUNGIN-F                   5ML","  -","0.00"," 12","694.30","  -","0.00"," 12","694.30","  -"
"OTOGON EAR DROPS              10ML","  -","0.00"," 18","1894.80"," 11","1403.60","  7","810.02","  -"
"TINNITOD CAP                  10S"," 43","8015.29"," 60","11410.50"," 73","15655.43"," 30","5592.06","  -"
"WAXONIL ACTIV                 10ML"," 61","4281.03","  -","0.00"," 24","1871.40"," 37","2596.69"," 14"
"WAXONIL O                     10ML"," 19","1821.94"," 24","2301.40"," 17","1892.33"," 26","2493.18","  -"
"ZINCOCID TAB                  15'S"," 12","732.20","  -","0.00","  -","0.00"," 12","732.20","  -"
" TOTAL","362","31145.95","344","32176.13","320","35229.87","386","32898.1","  0"
"","","","","","","","","",""
"ENTOD PHARMACEUTICALS LTD","","","","","","","","",""
"4QUIN                         5ML"," 26","1738.45","  -","0.00","  -","0.00"," 26","1738.45","  2"
"4QUIN E/O                     5GM"," 27","1675.59"," 65","4034.00"," 53","3518.37"," 39","2420.30","  -"
"4QUIN KT E/D                  5ML"," 45","2659.05","  -","0.00","  -","0.00"," 45","2659.05","  -"
"4QUIN-BROM                    5ML"," 25","2181.84","  -","0.00"," 25","3151.75","  -","0.00","  -"
"4QUIN-D                       5ML"," 32","1582.46","  -","0.00"," 25","1785.75","  7","346.16","  6"
"4QUIN-LOT                     5ML","  6","652.73","  -","0.00","  -","0.00","  6","652.73","  -"
"DEXIMON-PX                    5GM","  -","0.00"," 40","2571.60"," 40","2932.80","  -","0.00","  -"
"ENTODASE                      10","  -","0.00","  5","6140.90","  2","2729.28","  3","3684.54","  -"
