itemdescri,qty,value,e,f,g,h,i,j,k
" TOTAL"," 23","2457.50","  0","0.00"," 17","1713.65","  6","813.80","  0"
"","","","","","","","","",""
"ALLERGAN INDIA PVT LTD","","","","","","","","",""
"L-PRED                        5ML","  1","134.52","  -","0.00","  -","0.00","  1","134.52","  -"
"LUMIGAN 0.01%                 3ML","  5","2133.68","  -","0.00","  -","0.00","  5","2133.68","  -"
"ZYMAR E/O                     5GM","  8","592.15","  -","0.00","  -","0.00","  8","592.15","  -"
" TOTAL"," 14","2860.35","  0","0.00","  0","0.00"," 14","2860.35","  0"
"","","","","","","","","",""
"APPASAMY OCULAR DEVICES P LTD","","","","","","","","",""
"A-CAINE                       5ML"," 25","819.75"," 25","819.75","  -","0.00"," 50","1639.50","  -"
"AFLUR                         5ML"," 60","1731.60"," 60","1574.50"," 60","1714.51"," 60","1731.60","  -"
"APIDINE PLUS                  5ML"," 25","489.75"," 25","489.75"," 16","345.71"," 34","666.06","  -"
"APPAMIDE PLUS                 5ML"," 26","910.00","  -","0.00"," 20","1027.00","  6","210.00","  6"
"APPAVISC 5ML                  5ML"," 65","3337.10"," 55","3080.00"," 70","4791.50"," 50","2567.00","  -"
"APPAVISC PFS 2.4              3ML"," 50","5464.50"," 40","4371.60"," 70","8501.50"," 20","2185.80","  -"
"ART GEL                       10ML"," 76","3852.44"," 75","3802.00","111","6489.68"," 40","2027.60","  -"
"ART PLUS                      10ML"," 79","3830.71"," 75","3306.00"," 69","3597.82"," 85","4121.65","  -"
"B-CAINE 10ML                  1S","  5","123.75","  -","0.00","  -","0.00","  5","123.75","  -"
"C-PENT                        5ML"," 32","840.64","  -","0.00"," 10","318.60"," 22","577.94","  -"
"CLEARSOL 500ML                1S"," 48","6240.00","  -","0.00"," 48","7548.00","  -","0.00","  -"
"COHEVISC 1.4                  1S","  9","2970.00"," 10","3300.00","  9","3150.00"," 10","3300.00","  -"
"HYLOR                         1S"," 20","2220.00"," 80","8880.00"," 60","7401.60"," 40","4440.00","  -"
"MIOCHOL 1ML                   1ML","  -","0.00"," 44","848.40"," 20","471.40"," 24","462.72","  -"
"MOXIFUR 5ML                   5ML","  -","0.00"," 12","727.30"," 12","808.10","  -","0.00","  -"
"MOXIFUR INJ 1ML               1ML"," 35","1485.05"," 88","3394.40"," 68","3197.98"," 55","2333.65","  -"
"MOXIFUR-LP                    5ML"," 40","2258.80","  -","0.00"," 15","1069.63"," 25","1411.75"," 24"
"MYOPED                        5ML"," 15","1757.10"," 24","2811.40"," 12","1561.90"," 27","3162.78","  -"
"RHEX-ID 1ML                   1ML"," 42","2435.16","220","11596.00","172","11081.96"," 90","5218.20","  -"
"SUPRACOAT PLUS                1ML","  2","1980.00","  -","0.00","  -","0.00","  2","1980.00","  -"
" TOTAL","654","42746.35","833","49001.10","842","63076.89","645","38160.0","  0"
"","","","","","","","","",""
"APPLE PHARMACEUTICALS","","","","","","","","",""
"ACTIHEALTH DHA GUMMIES        30S","  -","0.00"," 24","4494.60"," 24","4980.00","  -","0.00","  -"
"ADD-LUBI                      10ML"," 12","900.00","  -","0.00","  -","0.00"," 12","900.00"," 12"
"LUBI WIPES ULTRA              20'S","  -","0.00"," 42","5999.40"," 42","6720.00","  -","0.00","  -"
"LUBI-FRESH                    10ML","  -","0.00"," 36","1939.41"," 36","2110.92","  -","0.00","  -"
"NEPAFLO E/D                   5ML","  -","0.00"," 36","3267.00"," 36","3557.40","  -","0.00","  -"
" TOTAL"," 12","900.00","138","15700.41","138","17368.32"," 12","900.00","  0"
"","","","","","","","","",""
"AUROLAB","","","","","","","","",""
"ATROP                         5ML"," 10","133.30","  -","0.00"," 10","133.00","  -","0.00","  -"
"AUROCAINE                     5ML","  5","184.20"," 20","716.20"," 15","624.65"," 10","368.40","  -"
"AUROMIDE                      5ML"," 22","753.60","  -","0.00"," 20","1000.00","  2","68.51","  1"
"AUROMIDE PLUS                 5ML"," 56","2585.67","  -","0.00"," 26","1462.20"," 30","1385.18","  -"
"FLURES                        3ML"," 10","1020.50","  -","0.00","  -","0.00"," 10","1020.50","  -"
"LID CLEAN                     50ML","  5","562.50","  -","0.00","  -","0.00","  5","562.50","  5"
"PILO                          5ML"," 10","389.70","  -","0.00"," 10","472.00","  -","0.00","  -"
"VOZOLE E/D                    30MG","  5","1271.40"," 20","4937.40"," 22","6531.76","  3","762.84","  -"
"","","","","","","","","",""
"TOTAL","826","55865.07","1029","71615.11","1100","92382.47","755","48288.0","  0"
"","","","Continued .","","","","","",""
"","","","","","","","","",""
"SRI HANUMAN MEDICAL DISTRIBUTORS","","","","","","","","",""
"","","","Page No..2","","","","","",""
"STOCK & SALES ANALYSIS","","","","","","","","",""
"ITEM DESCRIPTION","   OPENING","","   RECEIPT","","   ISSUE","","   CLOSING","","DUMP"
"","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY.","VALUE","QTY."
"","","","","","","","","",""
" TOTAL","123","6900.87"," 40","5653.60","103","10223.61"," 60","4167.93","  0"
"","","","","","","","","",""
"AUSTRAK PHARMA","","","","","","","","",""
"EPILUBE E/D                   10ML","  4","289.30","  -","0.00","  -","0.00","  4","289.30","  4"
" TOTAL","  4","289.30","  0","0.00","  0","0.00","  4","289.30","  0"
"","","","","","","","","",""
"BAXTER INDIA PVT LTD","","","","","","","","",""
"DNS-500ML                     1S","  2","49.00","  -","0.00","  -","0.00","  2","49.00","  -"
" TOTAL","  2","49.00","  0","0.00","  0","0.00","  2","49.00","  0"
"","","","","","","","","",""
"BERRY&HERBS PHARMA PVT LTD","","","","","","","","",""
"CORSOL XG                     5ML","  -","0.00"," 65","5432.00","  -","0.00"," 65","5432.00","  -"
"GLUKOGEGSIC CAP               10'S","  -","0.00"," 70","12173.00","  -","0.00"," 70","11361.4","  -"
"MOXISHIELD LP                 5ML","  -","0.00"," 75","4757.00","  -","0.00"," 75","4757.00","  -"
"MOXITOBRA                     5ML","  -","0.00"," 45","3471.30","  -","0.00"," 45","3471.30","  -"
"OPTIWIRE CAPS                 10'S","  -","0.00"," 30","10049.40","  -","0.00"," 30","9135.82","  -"
" TOTAL","  0","0.00","285","35882.70","  0","0.00","285","34157.5","  0"
"","","","","","","","","",""
"BORN HEALTHCARE PVT LTD","","","","","","","","",""
"NS-500ML                      500ML","  1","25.25"," 10","255.00"," 10","280.00","  1","25.25","  -"
" TOTAL","  1","25.25"," 10","255.00"," 10","280.00","  1","25.25","  0"
"","","","","","","","","",""
"CADILA","","","","","","","","",""
"DEXASONE 2ML                  2ML","  -","0.00"," 20","126.00"," 20","140.00","  -","0.00","  -"
" TOTAL","  0","0.00"," 20","126.00"," 20","140.00","  0","0.00","  0"
"","","","","","","","","",""
"CARE GROUP","","","","","","","","",""
"CANNULA NEEDLE                1S","270","270.00","  -","0.00","  -","0.00","270","270.00","270"
"CONTACAINE SOL                5ML"," 10","334.30","  -","0.00","  -","0.00"," 10","334.30"," 10"
"CONTASOL BSS(PP)              500ML","  1","110.00","  -","0.00","  -","0.00","  1","110.00","  -"
"CONTASOL GLASS 500ML          1'S","  1","117.74","  -","0.00","  -","0.00","  1","117.74","  -"
"FLUO STRIPS                   100S"," 25","3700.00","  -","0.00"," 11","1920.00"," 14","2072.00","  -"
"MOCARE-LP                     5ML"," 12","827.40","  -","0.00","  -","0.00"," 12","827.40","  -"
"NEPACON                       5ML"," 48","3298.56","  -","0.00","  -","0.00"," 48","3298.56","  -"
"ROSE BENGAL STRIPS            100S","  2","400.00","  -","0.00","  -","0.00","  2","400.00","  -"
"TEAR STRIPS                   100S","  2","400.00","  -","0.00","  -","0.00","  2","400.00","  -"
"VISCOLON VAILS                5ML","  -","0.00","110","4550.00"," 50","2550.00"," 60","2481.82","  -"
" TOTAL","371","9458.00","110","4550.00"," 61","4470.00","420","10311.8","  0"
"","","","","","","","","",""
"CHC","","","","","","","","",""
"BUFFANT CAP                   1'S","100","140.00","300","450.00","200","400.00","200","280.00","  -"
" TOTAL","100","140.00","300","450.00","200","400.00","200","280.00","  0"
"","","","","","","","","",""
"CIPLA","","","","","","","","",""
